candidate_id,age_group,minimal_proxy,with_proxies,without_direct_age_proxies,delta_with_vs_without,delta_without_vs_minimal,delta_with_vs_minimal
cand_002805,60+,0.6259974,0.61012983,0.6256447,-0.015514851,-0.0003527403,-0.01586759
cand_002811,50-59,0.71367705,0.64108527,0.6650991,-0.024013817,-0.048577964,-0.07259178
cand_002830,40-49,0.6859549,0.5763033,0.6273562,-0.05105287,-0.058598757,-0.109651625
cand_002856,40-49,0.6803585,0.6111234,0.66166055,-0.05053717,-0.018697977,-0.069235146
cand_002861,50-59,0.4799028,0.51201665,0.5929831,-0.08096647,0.11308032,0.03211385
cand_002863,30-39,0.5881498,0.61351144,0.54957587,0.06393558,-0.03857392,0.025361657
cand_002879,30-39,0.57131684,0.5411521,0.5839473,-0.04279518,0.012630463,-0.030164719
cand_002892,60+,0.57993793,0.58845997,0.58334476,0.005115211,0.0034068227,0.008522034
cand_002913,60+,0.58933485,0.6464335,0.66890967,-0.022476196,0.07957482,0.057098627
cand_002956,40-49,0.6325454,0.6319836,0.66481745,-0.032833874,0.03227204,-0.0005618334
cand_002978,50-59,0.7109896,0.7111367,0.67775023,0.03338647,-0.033239365,0.00014710426
cand_002981,30-39,0.53901684,0.589036,0.5108181,0.078217864,-0.028198719,0.050019145
cand_003011,50-59,0.5889497,0.62672603,0.59952295,0.027203083,0.010573268,0.03777635
cand_003040,<30,0.5788577,0.56015897,0.6059215,-0.04576254,0.027063787,-0.018698752
cand_003050,50-59,0.6223829,0.5753608,0.535349,0.040011764,-0.08703387,-0.047022104
cand_003065,40-49,0.6308695,0.7002974,0.67819494,0.022102475,0.047325432,0.06942791
cand_003068,50-59,0.6991205,0.72810197,0.6717686,0.056333363,-0.027351916,0.028981447
cand_003075,50-59,0.53529215,0.5905552,0.6197318,-0.029176593,0.084439635,0.055263042
cand_003079,60+,0.6779157,0.7303377,0.6919236,0.03841406,0.014007926,0.052421987
cand_003087,50-59,0.62042165,0.64828753,0.7054932,-0.057205677,0.08507156,0.027865887
cand_003099,30-39,0.56166965,0.6787201,0.60665876,0.07206136,0.04498911,0.11705047
cand_003131,<30,0.53022814,0.5198532,0.5167073,0.0031458735,-0.013520837,-0.010374963
cand_003134,60+,0.5320524,0.602281,0.60986507,-0.007584095,0.07781267,0.07022858
cand_003135,<30,0.6302374,0.6219616,0.63346684,-0.011505246,0.0032294393,-0.008275807
cand_003137,60+,0.5124511,0.5444652,0.533506,0.010959208,0.021054864,0.032014072
cand_003143,<30,0.547343,0.5706518,0.5636587,0.006993115,0.016315699,0.023308814
cand_003151,<30,0.56990904,0.6249063,0.5798496,0.0450567,0.009940565,0.054997265
cand_003158,60+,0.63317716,0.6508248,0.7002404,-0.04941559,0.06706321,0.017647624
cand_003162,60+,0.6477513,0.6643604,0.7142024,-0.049842,0.06645113,0.016609132
cand_003171,40-49,0.57904756,0.5565865,0.6826447,-0.12605822,0.103597164,-0.022461057
cand_003172,50-59,0.65020156,0.6736307,0.6673283,0.0063024163,0.017126739,0.023429155
cand_003177,30-39,0.622758,0.5853512,0.5841117,0.0012395382,-0.03864628,-0.037406743
cand_003180,30-39,0.6357242,0.5506918,0.55757195,-0.006880164,-0.07815224,-0.0850324
cand_003183,50-59,0.6510923,0.67939365,0.6445256,0.03486806,-0.0065667033,0.028301358
cand_003193,30-39,0.6603806,0.54372066,0.66306025,-0.119339585,0.002679646,-0.11665994
cand_003199,<30,0.61482555,0.61193043,0.6792389,-0.067308486,0.06441337,-0.0028951168
cand_003204,<30,0.5925792,0.61735725,0.6479033,-0.03054607,0.055324137,0.024778068
cand_003216,40-49,0.49237636,0.44284824,0.3970608,0.045787424,-0.095315546,-0.049528122
cand_003221,40-49,0.6921203,0.7037741,0.7286997,-0.02492559,0.03657937,0.011653781
cand_003228,<30,0.5693585,0.62752175,0.5927743,0.03474748,0.023415744,0.058163226
cand_003242,30-39,0.57901376,0.52924824,0.57127637,-0.04202813,-0.007737398,-0.049765527
cand_003246,40-49,0.6406325,0.5513015,0.63743633,-0.08613485,-0.0031961799,-0.08933103
cand_003283,30-39,0.6639315,0.6235256,0.68462956,-0.06110394,0.02069807,-0.04040587
cand_003295,50-59,0.5566021,0.6485225,0.6267167,0.021805823,0.07011455,0.091920376
cand_003298,50-59,0.543647,0.5950483,0.619321,-0.02427268,0.075674,0.051401317
cand_003300,40-49,0.6480827,0.65539944,0.6489687,0.006430745,0.00088602304,0.007316768
cand_003317,60+,0.67766035,0.65565515,0.5608945,0.09476066,-0.11676586,-0.0220052
cand_003333,60+,0.55796206,0.607476,0.5697542,0.037721813,0.011792123,0.049513936
cand_003348,<30,0.5253187,0.5657364,0.59870523,-0.03296882,0.07338655,0.04041773
cand_003358,<30,0.5004327,0.55750763,0.51058507,0.046922565,0.01015234,0.057074904
cand_003366,60+,0.5364033,0.57274866,0.6826651,-0.10991645,0.14626181,0.036345363
cand_003383,40-49,0.63946867,0.6462953,0.6649358,-0.018640518,0.025467157,0.006826639
cand_003393,50-59,0.6522509,0.6670175,0.6174065,0.049611032,-0.0348444,0.0147666335
cand_003412,60+,0.56635094,0.59947157,0.6410991,-0.041627526,0.07474816,0.033120632
cand_003418,40-49,0.54776037,0.6847863,0.6188661,0.065920234,0.07110572,0.13702595
cand_003434,50-59,0.6204927,0.7520836,0.66406447,0.08801913,0.04357177,0.1315909
cand_003436,<30,0.54474616,0.5553539,0.5827049,-0.027351022,0.03795874,0.010607719
cand_003472,50-59,0.59934497,0.557932,0.54435325,0.013578773,-0.054991722,-0.04141295
cand_003482,30-39,0.6004323,0.5747317,0.62416184,-0.049430132,0.023729563,-0.02570057
cand_003504,40-49,0.6248464,0.69073457,0.6659988,0.024735749,0.041152418,0.06588817
cand_003544,50-59,0.7287384,0.57305443,0.6974189,-0.124364495,-0.0313195,-0.155684
cand_003545,40-49,0.58611107,0.5700873,0.6135746,-0.04348731,0.027463555,-0.016023755
cand_003555,50-59,0.5628238,0.6664896,0.5679838,0.098505795,0.0051600337,0.10366583
cand_003559,40-49,0.621438,0.6137459,0.64607733,-0.032331407,0.024639308,-0.0076920986
cand_003576,40-49,0.7095603,0.6708201,0.6749919,-0.0041717887,-0.03456837,-0.038740158
cand_003600,50-59,0.55448234,0.6391372,0.6129705,0.026166737,0.05848813,0.08465487
cand_003605,<30,0.54049885,0.546535,0.6063041,-0.059769094,0.06580526,0.0060361624
cand_003606,40-49,0.740852,0.6608281,0.67299634,-0.012168229,-0.067855656,-0.080023885
cand_003608,60+,0.5388512,0.54938865,0.52291286,0.026475787,-0.015938342,0.010537446
cand_003616,<30,0.53469425,0.64614105,0.61166084,0.034480214,0.076966584,0.1114468
cand_003627,<30,0.6058022,0.6455759,0.65963686,-0.014060974,0.053834677,0.039773703
cand_003637,50-59,0.65619826,0.6370124,0.64212185,-0.0051094294,-0.014076412,-0.019185841
cand_003639,60+,0.6718899,0.6522689,0.67910075,-0.026831865,0.0072108507,-0.019621015
cand_003642,40-49,0.6579231,0.7204205,0.70942926,0.010991216,0.05150616,0.062497377
cand_003655,40-49,0.65425885,0.7028661,0.66250455,0.040361524,0.008245707,0.04860723
cand_003670,50-59,0.612847,0.6094422,0.57001805,0.03942412,-0.042828918,-0.0034047961
cand_003674,60+,0.56417996,0.5791755,0.62097025,-0.041794777,0.056790292,0.014995515
cand_003684,50-59,0.5977019,0.6276218,0.61488867,0.012733161,0.01718676,0.029919922
cand_003691,30-39,0.6566704,0.6058178,0.607385,-0.0015671849,-0.04928541,-0.050852597
cand_003703,30-39,0.5803425,0.6370002,0.6191989,0.017801285,0.038856447,0.05665773
cand_003704,<30,0.6461349,0.54454446,0.6092624,-0.06471795,-0.036872506,-0.101590455
cand_003729,40-49,0.65541804,0.6228497,0.6472498,-0.024400115,-0.0081682205,-0.032568336
cand_003730,50-59,0.63097084,0.68490213,0.64595413,0.038948,0.014983296,0.053931296
cand_003742,30-39,0.6069913,0.59296954,0.56691754,0.026051998,-0.040073752,-0.014021754
cand_003743,50-59,0.7133843,0.7014911,0.6801049,0.021386206,-0.03327936,-0.011893153
cand_003745,50-59,0.66524374,0.6133487,0.580157,0.03319174,-0.08508676,-0.051895022
cand_003766,<30,0.50395894,0.5326057,0.5173991,0.015206635,0.013440132,0.028646767
cand_003781,60+,0.6965973,0.7182844,0.7392918,-0.021007359,0.04269451,0.02168715
cand_003798,50-59,0.6697694,0.64002216,0.7025827,-0.06256056,0.03281331,-0.029747248
cand_003804,30-39,0.573908,0.6190167,0.6096429,0.009373784,0.03573495,0.045108736
cand_003818,40-49,0.6952354,0.67674196,0.6576126,0.019129336,-0.03762275,-0.018493414
cand_003846,50-59,0.6437102,0.6888361,0.61385775,0.07497835,-0.02985245,0.0451259
cand_003847,50-59,0.73346996,0.67556727,0.70891166,-0.033344388,-0.024558306,-0.057902694
cand_003854,40-49,0.527202,0.53257394,0.6225008,-0.08992684,0.09529877,0.005371928
cand_003858,<30,0.5050513,0.51750576,0.6067844,-0.08927864,0.10173309,0.01245445
cand_003892,40-49,0.60786766,0.67388,0.6842419,-0.01036191,0.07637423,0.06601232
cand_003895,30-39,0.67553025,0.7116632,0.677783,0.033880174,0.0022527575,0.03613293
cand_003910,<30,0.60327995,0.63306,0.6467713,-0.013711333,0.043491364,0.02978003
cand_003933,40-49,0.6141684,0.61923695,0.666333,-0.047096074,0.052164614,0.0050685406
cand_003939,60+,0.6223215,0.5688209,0.61279964,-0.04397875,-0.009521842,-0.053500593
cand_003943,40-49,0.6196431,0.6390982,0.65305525,-0.013957024,0.03341216,0.019455135
cand_003952,50-59,0.6615885,0.62267464,0.6566371,-0.03396243,-0.0049514174,-0.038913846
cand_003965,60+,0.7565285,0.68714863,0.65028363,0.036864996,-0.10624486,-0.069379866
cand_003977,50-59,0.5886019,0.6595073,0.60699195,0.052515328,0.01839006,0.07090539
cand_003990,30-39,0.63037336,0.612408,0.6416516,-0.029243588,0.011278212,-0.017965376
cand_004002,50-59,0.65304226,0.6560744,0.60847354,0.047600865,-0.044568717,0.003032148
cand_004003,30-39,0.63035184,0.57325685,0.6196379,-0.046381056,-0.010713935,-0.05709499
cand_004006,50-59,0.58758605,0.6560044,0.622401,0.03360343,0.034814954,0.06841838
cand_004020,50-59,0.6515484,0.6537779,0.6939037,-0.040125787,0.0423553,0.0022295117
cand_004027,<30,0.6247891,0.66137743,0.6690245,-0.007647097,0.04423541,0.03658831
cand_004032,40-49,0.6252045,0.6909589,0.6225597,0.06839919,-0.0026447773,0.06575441
cand_004035,40-49,0.6455711,0.5438998,0.6413171,-0.097417355,-0.0042539835,-0.10167134
cand_004048,30-39,0.60851735,0.6537641,0.6862171,-0.032453,0.07769978,0.04524678
cand_004059,30-39,0.6064757,0.6448693,0.5726204,0.072248936,-0.03385532,0.038393617
cand_004072,50-59,0.68887264,0.6525924,0.7011256,-0.0485332,0.012252986,-0.036280215
cand_004073,60+,0.67877126,0.6482926,0.6603973,-0.01210469,-0.018373966,-0.030478656
cand_004089,30-39,0.57015365,0.6113914,0.60087055,0.010520875,0.030716896,0.04123777
cand_004114,<30,0.6542058,0.6736832,0.68198484,-0.008301616,0.027779043,0.019477427
cand_004118,40-49,0.5348203,0.5914796,0.5994743,-0.007994711,0.06465399,0.05665928
cand_004122,60+,0.5798769,0.60049367,0.5987465,0.001747191,0.018869579,0.02061677
cand_004124,<30,0.66030246,0.62359166,0.6244529,-0.0008612275,-0.03584957,-0.0367108
cand_004130,30-39,0.60104513,0.584018,0.6112268,-0.027208805,0.010181665,-0.01702714
cand_004137,50-59,0.56281364,0.5786256,0.6155374,-0.036911786,0.052723765,0.01581198
cand_004148,30-39,0.5847585,0.63625956,0.57274735,0.063512206,-0.01201117,0.051501036
cand_004154,60+,0.69554543,0.72187674,0.7583591,-0.036482334,0.06281364,0.026331306
cand_004167,30-39,0.7228173,0.63697374,0.6635541,-0.026580334,-0.05926323,-0.08584356
cand_004186,60+,0.6704607,0.6602641,0.6315851,0.028678954,-0.03887558,-0.010196626
cand_004191,30-39,0.5667095,0.65244704,0.69899136,-0.046544313,0.13228184,0.08573753
cand_004217,40-49,0.58291674,0.60052,0.6047144,-0.004194379,0.021797657,0.017603278
cand_004223,40-49,0.5733316,0.6765436,0.6522582,0.024285376,0.07892662,0.103212
cand_004249,<30,0.6054137,0.6318973,0.58496153,0.046935737,-0.020452142,0.026483595
cand_004256,30-39,0.6436565,0.62964076,0.6318883,-0.0022475123,-0.011768222,-0.014015734
cand_004262,40-49,0.5920999,0.6236748,0.63057804,-0.006903231,0.038478136,0.031574905
cand_004283,30-39,0.6133102,0.58670706,0.65359056,-0.066883504,0.040280342,-0.026603162
cand_004284,<30,0.5930822,0.5869263,0.5892785,-0.0023522377,-0.0038036704,-0.006155908
cand_004286,40-49,0.46436062,0.5621756,0.5366324,0.025543153,0.072271794,0.09781495
cand_004296,30-39,0.616753,0.6351464,0.62619674,0.008949637,0.00944376,0.018393397
cand_004298,30-39,0.5043043,0.5203098,0.5267235,-0.006413698,0.022419214,0.016005516
cand_004312,40-49,0.5142199,0.6121031,0.6206669,-0.008563817,0.10644704,0.097883224
cand_004320,<30,0.5954881,0.5409695,0.5971266,-0.056157112,0.0016385317,-0.05451858
cand_004324,60+,0.6147583,0.5681604,0.4863982,0.081762224,-0.12836012,-0.046597898
cand_004337,50-59,0.5824834,0.6284014,0.6072458,0.021155596,0.024762392,0.045917988
cand_004347,<30,0.6037737,0.60178053,0.6005633,0.001217246,-0.0032104254,-0.0019931793
cand_004349,50-59,0.6586311,0.66581285,0.6174406,0.04837227,-0.041190505,0.0071817636
cand_004354,60+,0.6807842,0.68576026,0.69402707,-0.008266807,0.013242841,0.004976034
cand_004357,<30,0.5559314,0.57546425,0.6251444,-0.049680173,0.06921303,0.01953286
cand_004360,50-59,0.58955866,0.6051634,0.6012945,0.003868878,0.0117358565,0.015604734
cand_004362,40-49,0.6144193,0.6062256,0.62600946,-0.019783854,0.011590183,-0.008193672
cand_004365,50-59,0.51194566,0.604458,0.6175386,-0.013080597,0.10559291,0.09251231
cand_004368,50-59,0.5757463,0.5634645,0.5913144,-0.027849853,0.015568078,-0.0122817755
cand_004371,60+,0.6739138,0.63883567,0.7305747,-0.09173906,0.05666095,-0.03507811
cand_004381,50-59,0.68862444,0.56707096,0.6669969,-0.099925935,-0.021627545,-0.12155348
cand_004401,50-59,0.6717374,0.6985093,0.6620994,0.036409855,-0.009637952,0.026771903
cand_004406,50-59,0.642307,0.66479003,0.6668761,-0.0020860434,0.024569094,0.02248305
cand_004409,50-59,0.6879736,0.6957159,0.7138952,-0.018179297,0.025921583,0.0077422857
cand_004416,30-39,0.61480045,0.60420406,0.6116928,-0.0074887276,-0.003107667,-0.010596395
cand_004433,<30,0.6365968,0.588644,0.6079097,-0.019265652,-0.02868712,-0.04795277
cand_004467,60+,0.7053932,0.6776952,0.5821903,0.09550494,-0.12320292,-0.02769798
cand_004471,40-49,0.7228189,0.6990167,0.70263445,-0.0036177635,-0.020184457,-0.02380222
cand_004494,60+,0.5793179,0.6403995,0.62935126,0.011048257,0.05003333,0.06108159
cand_004505,30-39,0.6570821,0.65398467,0.694805,-0.04082036,0.037722945,-0.003097415
cand_004518,60+,0.5411191,0.59753805,0.5801804,0.017357647,0.039061308,0.056418955
cand_004533,40-49,0.6031074,0.56117654,0.6025338,-0.04135728,-0.0005735755,-0.041930854
cand_004535,50-59,0.6539903,0.6922749,0.6779903,0.014284611,0.023999989,0.0382846
cand_004540,<30,0.4477631,0.46653718,0.49631533,-0.029778153,0.048552245,0.018774092
cand_004554,<30,0.52335244,0.5729693,0.57549465,-0.0025253296,0.052142203,0.049616873
cand_004560,<30,0.6917551,0.69011927,0.69931173,-0.009192467,0.0075566173,-0.0016358495
cand_004589,30-39,0.53765506,0.55457336,0.5491153,0.005458057,0.011460245,0.016918302
cand_004601,60+,0.48579717,0.5994106,0.6159631,-0.016552508,0.13016593,0.11361343
cand_004602,60+,0.54186416,0.6557947,0.64897835,0.0068163276,0.107114196,0.11393052
cand_004637,50-59,0.68899643,0.69668055,0.7058476,-0.009167075,0.016851187,0.0076841116
cand_004640,30-39,0.53405416,0.5410449,0.55015874,-0.009113848,0.016104579,0.0069907308
cand_004676,40-49,0.6031879,0.49796277,0.67961365,-0.18165088,0.07642573,-0.105225146
cand_004681,50-59,0.6165476,0.58946496,0.6533909,-0.06392592,0.0368433,-0.027082622
cand_004683,<30,0.5197963,0.59777,0.6172207,-0.019450724,0.09742439,0.077973664
cand_004689,30-39,0.651991,0.6159491,0.63767445,-0.021725357,-0.014316559,-0.036041915
cand_004690,40-49,0.5499306,0.5439192,0.5235052,0.020413995,-0.026425362,-0.006011367
cand_004697,<30,0.6135813,0.6003138,0.5894147,0.010899067,-0.024166584,-0.013267517
cand_004704,30-39,0.6232287,0.63760924,0.6136975,0.023911715,-0.0095312,0.014380515
cand_004708,30-39,0.57536936,0.5923842,0.6761034,-0.083719194,0.100734055,0.017014861
cand_004713,<30,0.5524618,0.5796977,0.58285654,-0.0031588078,0.030394733,0.027235925
cand_004744,<30,0.60933983,0.57197523,0.58431107,-0.012335837,-0.025028765,-0.037364602
cand_004763,50-59,0.5889145,0.59047234,0.6196676,-0.02919525,0.030753076,0.001557827
cand_004767,30-39,0.5061784,0.5092577,0.58586943,-0.07661176,0.07969105,0.0030792952
cand_004786,30-39,0.5929601,0.6483542,0.6317063,0.016647875,0.03874618,0.055394053
cand_004788,40-49,0.6283429,0.65846837,0.65998185,-0.0015134811,0.03163892,0.03012544
cand_004797,<30,0.6492661,0.6392226,0.6042417,0.034980893,-0.045024395,-0.010043502
cand_004812,40-49,0.5909544,0.6172401,0.61256564,0.0046744347,0.021611214,0.026285648
cand_004820,50-59,0.6629051,0.62991047,0.62134,0.008570492,-0.04156512,-0.032994628
cand_004821,<30,0.5218823,0.5445721,0.5911067,-0.046534598,0.06922442,0.02268982
cand_004823,50-59,0.6226828,0.7373618,0.6146822,0.12267959,-0.008000612,0.11467898
cand_004835,40-49,0.5869074,0.7273577,0.70131564,0.026042044,0.114408255,0.1404503
cand_004842,60+,0.663581,0.6777687,0.6765723,0.0011963844,0.012991309,0.014187694
cand_004844,60+,0.70054495,0.6550341,0.6851014,-0.030067265,-0.015443563,-0.04551083
cand_004850,40-49,0.66582227,0.77201456,0.7538123,0.018202245,0.087990046,0.10619229
cand_004857,40-49,0.619632,0.65407974,0.6337837,0.020296037,0.014151692,0.03444773
cand_004858,50-59,0.68376136,0.71908677,0.75838774,-0.03930098,0.074626386,0.035325408
cand_004863,60+,0.7118902,0.72194386,0.6852515,0.03669238,-0.026638746,0.010053635
cand_004898,<30,0.5753372,0.5704497,0.56566525,0.004784465,-0.0096719265,-0.0048874617
cand_004903,<30,0.5528568,0.5777962,0.5198604,0.057935834,-0.032996416,0.024939418
cand_004908,60+,0.6513411,0.7038051,0.68062764,0.023177445,0.029286563,0.05246401
cand_004920,<30,0.6133068,0.64301157,0.65277076,-0.009759188,0.039463937,0.02970475
cand_004932,<30,0.5959796,0.60562867,0.54365075,0.061977923,-0.052328825,0.009649098
cand_004938,30-39,0.549598,0.65991724,0.60581124,0.054105997,0.05621326,0.11031926
cand_004960,40-49,0.6090572,0.6409245,0.63075763,0.0101668835,0.021700442,0.031867325
cand_004963,60+,0.60910976,0.6641968,0.6878997,-0.02370292,0.07878995,0.05508703
cand_004973,40-49,0.58735204,0.6160462,0.58088744,0.035158753,-0.0064646006,0.028694153
cand_004982,40-49,0.6578526,0.7067514,0.6948925,0.0118588805,0.037039936,0.048898816
cand_004992,40-49,0.546495,0.55109507,0.53801274,0.013082325,-0.008482277,0.004600048
cand_004995,50-59,0.5096793,0.6126976,0.6552553,-0.042557716,0.145576,0.103018284
cand_005001,60+,0.51343596,0.5585767,0.5829224,-0.024345696,0.06948644,0.045140743
cand_005007,40-49,0.5228324,0.51976335,0.5533787,-0.03361535,0.030546308,-0.0030690432
cand_005010,30-39,0.6269314,0.6249682,0.65479517,-0.029826999,0.02786374,-0.0019632578
cand_005018,40-49,0.6003267,0.5241879,0.59710914,-0.07292122,-0.003217578,-0.076138794
cand_005024,50-59,0.6329769,0.65386856,0.6393037,0.014564872,0.0063267946,0.020891666
cand_005026,30-39,0.5373912,0.6488772,0.63190866,0.016968548,0.09451747,0.11148602
cand_005032,40-49,0.6639059,0.6866591,0.6505351,0.03612399,-0.013370812,0.02275318
cand_005053,<30,0.6504268,0.64479834,0.6388843,0.0059140325,-0.011542499,-0.0056284666
cand_005056,50-59,0.62842566,0.67702353,0.67110497,0.0059185624,0.04267931,0.048597872
cand_005059,60+,0.70040077,0.59633553,0.65431863,-0.0579831,-0.04608214,-0.10406524
cand_005071,60+,0.5808124,0.6260183,0.57743615,0.048582137,-0.0033762455,0.04520589
cand_005077,40-49,0.6189339,0.65172935,0.64770746,0.004021883,0.028773546,0.03279543
cand_005084,60+,0.64392143,0.65010357,0.60142636,0.048677206,-0.042495072,0.006182134
cand_005098,<30,0.5819761,0.5671337,0.53945464,0.027679086,-0.042521477,-0.014842391
cand_005099,30-39,0.58511347,0.5836888,0.65659165,-0.07290286,0.07147819,-0.0014246702
cand_005104,40-49,0.6538976,0.66098464,0.6669997,-0.0060150623,0.013102114,0.007087052
cand_005120,50-59,0.5804338,0.64053357,0.6459349,-0.0054013133,0.065501094,0.06009978
cand_005122,60+,0.5567708,0.64880073,0.62769383,0.021106899,0.07092303,0.09202993
cand_005128,<30,0.58270586,0.54586923,0.6177769,-0.07190764,0.035071015,-0.036836624
cand_005133,30-39,0.48999098,0.6305674,0.521749,0.10881835,0.03175804,0.14057639
cand_005136,<30,0.5094443,0.49673298,0.5155644,-0.018831402,0.0061200857,-0.012711316
cand_005139,30-39,0.58119655,0.5733074,0.6327987,-0.059491277,0.051602125,-0.007889152
cand_005154,40-49,0.65140575,0.67037356,0.69089866,-0.020525098,0.039492905,0.018967807
cand_005156,<30,0.5730585,0.59415805,0.50527084,0.088887215,-0.06778765,0.021099567
cand_005166,<30,0.61304647,0.6557271,0.63284934,0.022877753,0.019802868,0.04268062
cand_005171,60+,0.6444528,0.69857717,0.6669482,0.031628966,0.022495389,0.054124355
cand_005191,40-49,0.536302,0.55137604,0.55930465,-0.00792861,0.023002684,0.015074074
cand_005195,40-49,0.60468304,0.61674035,0.5519645,0.064775825,-0.05271852,0.012057304
cand_005200,30-39,0.51742446,0.5424056,0.5036346,0.038771033,-0.013789892,0.024981141
cand_005219,50-59,0.70861024,0.68994355,0.67968297,0.010260582,-0.028927267,-0.018666685
cand_005224,50-59,0.5764057,0.58469886,0.53371364,0.050985217,-0.042692065,0.008293152
cand_005235,40-49,0.6506053,0.7257817,0.6557152,0.07006645,0.005109906,0.07517636
cand_005237,60+,0.6920879,0.6285293,0.6295388,-0.0010094643,-0.062549114,-0.06355858
cand_005254,<30,0.6172924,0.5406638,0.517725,0.022938788,-0.09956741,-0.076628625
cand_005265,50-59,0.49985784,0.584893,0.6067111,-0.021818101,0.10685325,0.085035145
cand_005270,40-49,0.6622994,0.6586304,0.7081628,-0.049532413,0.04586339,-0.0036690235
cand_005277,<30,0.61271,0.58519226,0.61437726,-0.029184997,0.0016672611,-0.027517736
cand_005282,40-49,0.6187959,0.63327634,0.6584878,-0.025211453,0.039691925,0.014480472
cand_005292,30-39,0.5899646,0.61003876,0.61562634,-0.005587578,0.025661707,0.02007413
cand_005303,60+,0.69067824,0.6586456,0.6925764,-0.033930838,0.0018981695,-0.03203267
cand_005315,30-39,0.58693933,0.5662522,0.65321124,-0.086959064,0.0662719,-0.020687163
cand_005333,30-39,0.6244564,0.6179905,0.6256993,-0.007708788,0.001242876,-0.006465912
cand_005343,<30,0.62501764,0.5322217,0.558511,-0.026289344,-0.066506624,-0.09279597
cand_005347,60+,0.6726825,0.6327771,0.69413126,-0.06135416,0.021448731,-0.03990543
cand_005364,30-39,0.7063999,0.7247811,0.7759032,-0.05112213,0.06950331,0.018381178
cand_005368,60+,0.53456527,0.5905997,0.5349008,0.05569893,0.00033551455,0.056034446
cand_005372,<30,0.698535,0.633821,0.6133857,0.020435333,-0.08514935,-0.064714015
cand_005386,60+,0.58663416,0.67771924,0.682632,-0.0049127936,0.09599787,0.09108508
cand_005391,50-59,0.6858816,0.75698894,0.69988734,0.057101607,0.014005721,0.07110733
cand_005392,<30,0.61618435,0.64456517,0.6087365,0.03582865,-0.007447839,0.028380811
cand_005393,40-49,0.6820357,0.66748214,0.68033344,-0.012851298,-0.001702249,-0.014553547
cand_005411,<30,0.61495984,0.6160674,0.6179497,-0.0018823147,0.0029898882,0.0011075735
cand_005412,30-39,0.53837824,0.5754801,0.55077726,0.024702847,0.012399018,0.037101865
cand_005416,50-59,0.6181456,0.68002856,0.6897791,-0.009750545,0.07163352,0.061882973
cand_005417,50-59,0.55524015,0.6621393,0.6735199,-0.011380613,0.118279755,0.10689914
cand_005420,40-49,0.6766566,0.66834015,0.6230078,0.045332372,-0.05364883,-0.008316457
cand_005424,50-59,0.6463287,0.72697586,0.68817496,0.038800895,0.041846275,0.08064717
cand_005451,30-39,0.48726296,0.56969327,0.5527216,0.016971648,0.065458655,0.0824303
cand_005452,<30,0.60563636,0.55603254,0.5705966,-0.014564037,-0.035039783,-0.04960382
cand_005461,40-49,0.5439176,0.5831522,0.5319175,0.051234663,-0.012000084,0.03923458
cand_005487,<30,0.6332176,0.618345,0.6495517,-0.031206667,0.016334116,-0.014872551
cand_005495,50-59,0.5968998,0.6134317,0.61992747,-0.006495774,0.023027658,0.016531885
cand_005496,50-59,0.6887218,0.7277328,0.6840249,0.043707907,-0.0046969056,0.039011
cand_005517,60+,0.5848355,0.66770506,0.6049479,0.062757134,0.020112395,0.08286953
cand_005532,30-39,0.6027262,0.5214202,0.6075519,-0.08613169,0.0048256516,-0.08130604
cand_005534,30-39,0.54800755,0.58647394,0.5551733,0.031300664,0.00716573,0.038466394
cand_005546,40-49,0.61343056,0.6258576,0.68899524,-0.06313765,0.07556468,0.012427032
cand_005559,30-39,0.6393291,0.6666099,0.6162671,0.0503428,-0.02306199,0.027280807
cand_005572,30-39,0.6169596,0.63912743,0.5391761,0.09995133,-0.077783465,0.022167861
cand_005591,30-39,0.614913,0.6682967,0.63537055,0.032926142,0.020457566,0.053383708
cand_005612,30-39,0.6142478,0.60365343,0.6026406,0.0010128021,-0.01160717,-0.010594368
cand_005628,40-49,0.5738103,0.6157082,0.6267924,-0.011084199,0.052982092,0.041897893
cand_005649,<30,0.5736728,0.5844697,0.58578837,-0.0013186932,0.012115598,0.010796905
cand_005659,40-49,0.5959003,0.6268408,0.58380187,0.043038905,-0.012098432,0.030940473
cand_005672,60+,0.6875578,0.6800623,0.70268005,-0.022617757,0.015122235,-0.0074955225
cand_005688,40-49,0.6239513,0.6137159,0.5962231,0.017492771,-0.0277282,-0.010235429
cand_005692,30-39,0.62239635,0.6433767,0.6614708,-0.018094063,0.03907442,0.020980358
cand_005698,50-59,0.7020292,0.72248405,0.72230285,0.00018119812,0.020273626,0.020454824
cand_005699,40-49,0.6573331,0.7027872,0.700167,0.0026202202,0.042833924,0.045454144
cand_005717,40-49,0.57488143,0.5395007,0.54511094,-0.0056102276,-0.029770494,-0.03538072
cand_005718,60+,0.66282475,0.6788112,0.6436019,0.035209298,-0.019222856,0.015986443
cand_005735,40-49,0.60140944,0.6084413,0.65067756,-0.04223627,0.049268126,0.007031858
cand_005746,<30,0.59156793,0.5581142,0.56251824,-0.004404068,-0.029049695,-0.033453763
cand_005753,40-49,0.6332528,0.65163505,0.6206416,0.030993462,-0.01261121,0.018382251
cand_005764,<30,0.583899,0.5408981,0.5902555,-0.049357414,0.0063564777,-0.043000937
cand_005766,50-59,0.60918266,0.6434688,0.5809721,0.06249672,-0.02821058,0.03428614
