,logreg,logreg,logreg,hgb,hgb,hgb
,n,actual,predicted,n,actual,predicted
age_group,,,,,,
<30,2494,0.615878107457899,0.6379310344827587,2494,0.615878107457899,0.6118684843624699
30-39,3001,0.6551149616794402,0.651782739086971,3001,0.6551149616794402,0.6584471842719094
40-49,2501,0.4730107956817273,0.44422231107556975,2501,0.4730107956817273,0.47021191523390643
50-59,1494,0.1927710843373494,0.2001338688085676,1494,0.1927710843373494,0.18473895582329317
60+,510,0.052941176470588235,0.07254901960784314,510,0.052941176470588235,0.027450980392156862
