age_group,n,n_label_positive,selection_rate,selection_lo,selection_hi,tpr,tpr_lo,tpr_hi,fnr,fpr,statistical_parity_difference,disparate_impact_ratio,adverse_impact_4_5,equal_opportunity_difference
<30,2494,1536,0.6379310344827587,0.6188701035874018,0.6565676983933164,0.8984375,0.8823228728666831,0.9125640817395569,0.1015625,0.22025052192066805,-0.013851704604212367,0.9787479726394471,False,0.0027101347914547658
30-39,3001,1966,0.651782739086971,0.6345533797282961,0.6686239990726364,0.8957273652085452,0.8814373049708832,0.9084739244396438,0.10427263479145472,0.18840579710144928,0.0,1.0,False,0.0
40-49,2501,1183,0.44422231107556975,0.42484883976804083,0.4637668715008873,0.8275570583262891,0.8049784522780247,0.8480151738301266,0.1724429416737109,0.10015174506828528,-0.2075604280114013,0.6815496705203399,True,-0.06817030688225612
50-59,1494,288,0.2001338688085676,0.18062590654653427,0.2211799986973847,0.7534722222222222,0.7005752171052599,0.7996961629858581,0.2465277777777778,0.06799336650082918,-0.45164887027840345,0.30705610444504666,True,-0.14225514298632302
60+,510,27,0.07254901960784314,0.05308958967941713,0.09839989657471257,0.5925925925925926,0.4072638305536409,0.7548548662714265,0.4074074074074074,0.043478260869565216,-0.5792337194791279,0.11130859296683909,True,-0.3031347726159527
