structural_fit_strength,gap_30_39_minus_60plus,rate_<30,rate_30-39,rate_40-49,rate_50-59,rate_60+
0.0,-0.014006688858306804,0.49314409429877315,0.5040325268279677,0.4984408731110578,0.4997991699022627,0.5180392156862745
0.5,0.2892304676319638,0.5333172961270147,0.5731520362594148,0.5035580075157912,0.36524300441826213,0.283921568627451
1.0,0.5261633947720259,0.5679576617753187,0.6340065320269279,0.5042776045414568,0.24407551211674924,0.10784313725490197
1.5,0.6545304272478838,0.5903295645898484,0.6811970939145504,0.4952426641080995,0.15477306198955684,0.02666666666666667
2.0,0.7137705008018005,0.6032395156763691,0.716123441978271,0.4797313504437515,0.09733565403668497,0.002352941176470588
