age_group,mean_tokens,raw_mean_sim,length_adj_mean_sim
<30,253.34613845538215,0.4139659632375471,-0.015032720138907645
30-39,352.9723225030084,0.4334083620469789,-0.0026396785086374216
40-49,418.3706377858002,0.44435959094573657,0.004977902237233566
50-59,413.12212817412336,0.44381471146288565,0.004743643751546049
60+,400.57724889068174,0.44655266966968077,0.008055101139232064
