career_stage,simR1_cen,simR2_cen
early_career,0.01024716267458201,0.01963500273542301
mid_career,-0.09696886172527613,-0.08741541870369114
senior_career,0.10104744476725228,0.12358433414528029
very_senior,0.20064731280769865,0.2578603800864646
