legacy_tertile,n,mean_jd_manager,mean_legacy_count,mean_modern_count
low,1838,0.40364758269206347,0.05984766050054407,0.25952121871599565
mid,1838,0.40718840374486814,1.6430903155603918,0.37704026115342765
high,1838,0.40973363762221443,5.041349292709467,0.5794341675734495
