career_stage,simR1cb,simR2cb
early_career,-0.03489548878366391,0.025960658224391014
mid_career,-0.07776732060242551,0.10460343947355567
senior_career,0.029676014825314012,-0.0005674702661709687
very_senior,0.009371735451292884,-0.06379609502456614
